Series_Title,Released_Year,Decade,Certificate_Clean,Runtime,IMDB_Rating,Meta_score,Rating_Diff,No_of_Votes,Log_Votes,Gross,Log_Gross,Director,Star1,Star2,Star3,Star4,Avg_Star_Freq,Genre_Drama,Genre_Comedy,Genre_Crime,Genre_Adventure,Genre_Action,Genre_Thriller,Genre_Romance,Genre_Biography,Genre_Mystery,Genre_Animation,Genre_Sci-Fi,Genre_Fantasy,Genre_Family,Genre_History,Genre_War,Genre_Music,Genre_Horror,Genre_Western,Genre_Film-Noir,Genre_Sport,Genre_Musical
Kaguyahime no monogatari,2013,2010,All Ages,137,8.0,89.0,-0.9,38746,10.565,1506975.0,14.226,Isao Takahata,Chloë Grace Moretz,James Caan,Mary Steenburgen,James Marsden,2.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wonder,2017,2010,All Ages,113,8.0,66.0,1.4,141923,11.863,132422809.0,18.702,Stephen Chbosky,Jacob Tremblay,Owen Wilson,Izabela Vidovic,Julia Roberts,1.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gully Boy,2019,2010,Parental Guidance,154,8.0,65.0,1.5,31886,10.37,5566534.0,15.532,Zoya Akhtar,Vijay Varma,Nakul Roshan Sahdev,Ranveer Singh,Vijay Raaz,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Special Chabbis,2013,2010,Parental Guidance,144,8.0,78.0,0.2,51069,10.841,1079369.0,13.892,Neeraj Pandey,Akshay Kumar,Anupam Kher,Manoj Bajpayee,Jimmy Sheirgill,3.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short Term 12,2013,2010,Restricted,96,8.0,82.0,-0.2,81770,11.312,1010414.0,13.826,Destin Daniel Cretton,Brie Larson,Frantz Turner,John Gallagher Jr.,Kaitlyn Dever,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbuan maut 2: Berandal,2014,2010,Restricted,150,8.0,71.0,0.9,114316,11.647,2625803.0,14.781,Gareth Evans,Iko Uwais,Yayan Ruhian,Arifin Putra,Oka Antara,1.25,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Imitation Game,2014,2010,Parental Guidance,114,8.0,73.0,0.7,685201,13.437,91125683.0,18.328,Morten Tyldum,Benedict Cumberbatch,Keira Knightley,Matthew Goode,Allen Leech,2.25,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guardians of the Galaxy,2014,2010,Parental Guidance,121,8.0,76.0,0.4,1043455,13.858,333176600.0,19.624,James Gunn,Chris Pratt,Vin Diesel,Bradley Cooper,Zoe Saldana,3.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blade Runner 2049,2017,2010,Parental Guidance,164,8.0,81.0,-0.1,461823,13.043,92054159.0,18.338,Denis Villeneuve,Harrison Ford,Ryan Gosling,Ana De Armas,Dave Bautista,4.25,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Her,2013,2010,Restricted,126,8.0,90.0,-1.0,540772,13.201,25568251.0,17.057,Spike Jonze,Joaquin Phoenix,Amy Adams,Scarlett Johansson,Rooney Mara,5.25,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bohemian Rhapsody,2018,2010,Parental Guidance,134,8.0,49.0,3.1,450349,13.018,216428042.0,19.193,Bryan Singer,Rami Malek,Lucy Boynton,Gwilym Lee,Ben Hardy,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Revenant,2015,2010,Restricted,156,8.0,76.0,0.4,705589,13.467,183637894.0,19.028,Alejandro G. Iñárritu,Leonardo Dicaprio,Tom Hardy,Will Poulter,Domhnall Gleeson,5.25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Perks of Being a Wallflower,2012,2010,Parental Guidance,103,8.0,67.0,1.3,462252,13.044,17738570.0,16.691,Stephen Chbosky,Logan Lerman,Emma Watson,Ezra Miller,Paul Rudd,2.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tropa de Elite 2: O Inimigo Agora é Outro,2010,2010,Unknown,115,8.0,71.0,0.9,79200,11.28,100119.0,11.514,José Padilha,Wagner Moura,Irandhir Santos,André Ramiro,Milhem Cortaz,1.75,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The King's Speech,2010,2010,All Ages,118,8.0,88.0,-0.8,639603,13.369,138797449.0,18.749,Tom Hooper,Colin Firth,Geoffrey Rush,Helena Bonham Carter,Derek Jacobi,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Help,2011,2010,Parental Guidance,146,8.0,62.0,1.8,428521,12.968,169708112.0,18.95,Tate Taylor,Emma Stone,Viola Davis,Octavia Spencer,Bryce Dallas Howard,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadpool,2016,2010,Restricted,108,8.0,65.0,1.5,902669,13.713,363070709.0,19.71,Tim Miller,Ryan Reynolds,Morena Baccarin,T.J. Miller,Ed Skrein,1.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darbareye Elly,2009,2000,Parental Guidance,119,8.0,87.0,-0.7,45803,10.732,106662.0,11.577,Asghar Farhadi,Golshifteh Farahani,Shahab Hosseini,Taraneh Alidoosti,Merila Zare'I,1.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dev.D,2009,2000,Restricted,144,8.0,78.0,0.2,28749,10.266,10950.0,9.301,Anurag Kashyap,Abhay Deol,Mahie Gill,Kalki Koechlin,Dibyendu Bhattacharya,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yip Man,2008,2000,Restricted,106,8.0,59.0,2.1,211427,12.262,45064915.0,17.624,Wilson Yip,Donnie Yen,Simon Yam,Siu-Wong Fan,Ka Tung Lam,1.25,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My Name Is Khan,2010,2010,Parental Guidance,165,8.0,50.0,3.0,98575,11.499,4018695.0,15.206,Karan Johar,Shah Rukh Khan,Kajol,Sheetal Menon,Katie A. Keane,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nefes: Vatan Sagolsun,2009,2000,Unknown,128,8.0,78.0,0.2,31838,10.368,709738.5,13.473,Levent Semerci,Erdem Can,Mete Horozoglu,Ilker Kizmaz,Baris Bagci,1.25,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slumdog Millionaire,2008,2000,Parental Guidance,120,8.0,84.0,-0.4,798882,13.591,141319928.0,18.767,Danny Boyle,Loveleen Tandan,Dev Patel,Freida Pinto,Saurabh Shukla,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Swan,2010,2010,Restricted,108,8.0,79.0,0.1,699673,13.458,106954678.0,18.488,Darren Aronofsky,Natalie Portman,Mila Kunis,Vincent Cassel,Winona Ryder,2.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tropa de Elite,2007,2000,Restricted,115,8.0,33.0,4.7,98097,11.494,8060.0,8.995,José Padilha,Wagner Moura,André Ramiro,Caio Junqueira,Milhem Cortaz,1.75,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Avengers,2012,2010,Parental Guidance,143,8.0,69.0,1.1,1260806,14.047,623279547.0,20.251,Joss Whedon,Robert Downey Jr.,Chris Evans,Scarlett Johansson,Jeremy Renner,6.25,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Persepolis,2007,2000,Parental Guidance,96,8.0,90.0,-1.0,88656,11.393,4445756.0,15.307,Vincent Paronnaud,Marjane Satrapi,Chiara Mastroianni,Catherine Deneuve,Gena Rowlands,2.25,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Dallas Buyers Club,2013,2010,Restricted,117,8.0,80.0,0.0,441614,12.998,27298285.0,17.122,Jean-Marc Vallée,Matthew Mcconaughey,Jennifer Garner,Jared Leto,Steve Zahn,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pursuit of Happyness,2006,2000,All Ages,117,8.0,64.0,1.6,448930,13.015,163566459.0,18.913,Gabriele Muccino,Will Smith,Thandie Newton,Jaden Smith,Brian Howe,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Diamond,2006,2000,Restricted,143,8.0,64.0,1.6,499439,13.121,57366262.0,17.865,Edward Zwick,Leonardo Dicaprio,Djimon Hounsou,Jennifer Connelly,Kagiso Kuypers,4.75,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bourne Ultimatum,2007,2000,Parental Guidance,115,8.0,85.0,-0.5,604694,13.312,227471070.0,19.243,Paul Greengrass,Matt Damon,Edgar Ramírez,Joan Allen,Julia Stiles,4.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bin-jip,2004,2000,All Ages,88,8.0,72.0,0.8,50610,10.832,238507.0,12.382,Ki-Duk Kim,Seung-Yun Lee,Hee Jae,Hyuk-Ho Kwon,Jin-Mo Joo,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sin City,2005,2000,Restricted,124,8.0,74.0,0.6,738512,13.512,74103820.0,18.121,Frank Miller,Quentin Tarantino,Robert Rodriguez,Mickey Rourke,Clive Owen,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le scaphandre et le papillon,2007,2000,Parental Guidance,112,8.0,92.0,-1.2,103284,11.545,5990075.0,15.606,Julian Schnabel,Laura Obiols,Mathieu Amalric,Emmanuelle Seigner,Marie-Josée Croze,1.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
G.O.R.A.,2004,2000,Unknown,127,8.0,76.0,0.4,56960,10.95,1642794.0,14.312,Ömer Faruk Sorak,Cem Yilmaz,Özge Özberk,Ozan Güven,Safak Sezer,1.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ratatouille,2007,2000,All Ages,111,8.0,96.0,-1.6,641645,13.372,206445654.0,19.146,Brad Bird,Jan Pinkava,Brad Garrett,Lou Romano,Patton Oswalt,1.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Casino Royale,2006,2000,Parental Guidance,144,8.0,80.0,0.0,582239,13.275,167445960.0,18.936,Martin Campbell,Daniel Craig,Eva Green,Judi Dench,Jeffrey Wright,2.25,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill Bill: Vol. 2,2004,2000,Restricted,137,8.0,83.0,-0.3,683900,13.436,66208183.0,18.008,Quentin Tarantino,Uma Thurman,David Carradine,Michael Madsen,Daryl Hannah,3.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vozvrashchenie,2003,2000,Unknown,110,8.0,82.0,-0.2,42399,10.655,502028.0,13.126,Andrey Zvyagintsev,Vladimir Garin,Ivan Dobronravov,Konstantin Lavronenko,Nataliya Vdovina,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003,2000,Restricted,103,8.0,85.0,-0.5,77520,11.258,2380788.0,14.683,Ki-Duk Kim,Ki-Duk Kim,Yeong-Su Oh,Jong-Ho Kim,Kim Young-Min,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar adentro,2014,2010,All Ages,126,8.0,74.0,0.6,77554,11.259,2086345.0,14.551,Alejandro Amenábar,Javier Bardem,Belén Rueda,Lola Dueñas,Mabel Rivera,1.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella Man,2005,2000,Parental Guidance,144,8.0,69.0,1.1,176151,12.079,61649911.0,17.937,Ron Howard,Russell Crowe,Renée Zellweger,Craig Bierko,Paul Giamatti,2.75,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Kal Ho Naa Ho,2003,2000,All Ages,186,8.0,54.0,2.6,63460,11.058,1787378.0,14.396,Nikkhil Advani,Preity Zinta,Shah Rukh Khan,Saif Ali Khan,Jaya Bachchan,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mou gaan dou,2002,2000,Parental Guidance,101,8.0,75.0,0.5,117857,11.677,169659.0,12.042,Andrew Lau,Alan Mak,Andy Lau,Tony Chiu-Wai Leung,Anthony Chau-Sang Wong,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,2000,Parental Guidance,143,8.0,63.0,1.7,1015122,13.831,305413918.0,19.537,Gore Verbinski,Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,5.25,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Big Fish,2003,2000,All Ages,125,8.0,58.0,2.2,415218,12.937,66257002.0,18.009,Tim Burton,Ewan Mcgregor,Albert Finney,Billy Crudup,Jessica Lange,2.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Incredibles,2004,2000,All Ages,115,8.0,90.0,-1.0,657047,13.396,261441092.0,19.382,Brad Bird,Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Jason Lee,2.75,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yeopgijeogin geunyeo,2001,2000,Unknown,137,8.0,78.0,0.2,45403,10.723,709738.5,13.473,Jae-Young Kwak,Tae-Hyun Cha,Jun Ji-Hyun,In-Mun Kim,Song Wok-Suk,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dogville,2003,2000,Restricted,178,8.0,60.0,2.0,137963,11.835,1530386.0,14.241,Lars Von Trier,Nicole Kidman,Paul Bettany,Lauren Bacall,Harriet Andersson,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vizontele,2001,2000,Unknown,110,8.0,78.0,0.2,33592,10.422,709738.5,13.473,Yilmaz Erdogan,Ömer Faruk Sorak,Yilmaz Erdogan,Demet Akbag,Altan Erkekli,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donnie Darko,2001,2000,Restricted,113,8.0,88.0,-0.8,740086,13.515,1480006.0,14.208,Richard Kelly,Jake Gyllenhaal,Jena Malone,Mary Mcdonnell,Holmes Osborne,2.75,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Magnolia,1999,1990,Restricted,188,8.0,77.0,0.3,289742,12.577,22455976.0,16.927,Paul Thomas Anderson,Tom Cruise,Jason Robards,Julianne Moore,Philip Seymour Hoffman,5.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dancer in the Dark,2000,2000,All Ages,140,8.0,61.0,1.9,102285,11.536,4184036.0,15.247,Lars Von Trier,Björk,Catherine Deneuve,David Morse,Peter Stormare,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Straight Story,1999,1990,All Ages,112,8.0,86.0,-0.6,82002,11.315,6203044.0,15.641,David Lynch,Richard Farnsworth,Sissy Spacek,Jane Galloway Heitz,Joseph A. Carpenter,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pâfekuto burû,1997,1990,Restricted,81,8.0,74.0,0.6,58192,10.972,776665.0,13.563,Satoshi Kon,Junko Iwao,Rica Matsumoto,Shinpachi Tsuji,Masaaki Ôkura,1.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Festen,1998,1990,Restricted,105,8.0,82.0,-0.2,78341,11.269,1647780.0,14.315,Thomas Vinterberg,Ulrich Thomsen,Henning Moritzen,Thomas Bo Larsen,Paprika Steen,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central do Brasil,1998,1990,Restricted,110,8.0,80.0,0.0,36419,10.503,5595428.0,15.537,Walter Salles,Fernanda Montenegro,Vinícius De Oliveira,Marília Pêra,Soia Lira,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Iron Giant,1999,1990,Parental Guidance,86,8.0,85.0,-0.5,172083,12.056,23159305.0,16.958,Brad Bird,Eli Marienthal,Harry Connick Jr.,Jennifer Aniston,Vin Diesel,1.75,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Knockin' on Heaven's Door,1997,1990,Unknown,87,8.0,76.0,0.4,27721,10.23,3296.0,8.101,Thomas Jahn,Til Schweiger,Jan Josef Liefers,Thierry Van Werveke,Moritz Bleibtreu,1.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sling Blade,1996,1990,Restricted,135,8.0,84.0,-0.4,86838,11.372,24475416.0,17.013,Billy Bob Thornton,Billy Bob Thornton,Dwight Yoakam,J.T. Walsh,John Ritter,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secrets & Lies,1996,1990,All Ages,136,8.0,91.0,-1.1,37564,10.534,13417292.0,16.412,Mike Leigh,Timothy Spall,Brenda Blethyn,Phyllis Logan,Claire Rushbrook,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twelve Monkeys,1995,1990,Restricted,129,8.0,74.0,0.6,578443,13.268,57141459.0,17.861,Terry Gilliam,Bruce Willis,Madeleine Stowe,Brad Pitt,Joseph Melito,5.5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Kôkaku Kidôtai,1995,1990,Parental Guidance,83,8.0,76.0,0.4,129231,11.769,515905.0,13.154,Mamoru Oshii,Atsuko Tanaka,Iemasa Kayumi,Akio Ôtsuka,Kôichi Yamadera,1.25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Nightmare Before Christmas,1993,1990,All Ages,76,8.0,82.0,-0.2,300208,12.612,75082668.0,18.134,Henry Selick,Danny Elfman,Chris Sarandon,Catherine O'Hara,William Hickey,1.25,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Groundhog Day,1993,1990,All Ages,101,8.0,72.0,0.8,577991,13.267,70906973.0,18.077,Harold Ramis,Bill Murray,Andie Macdowell,Chris Elliott,Stephen Tobolowsky,2.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bound by Honor,1993,1990,Restricted,180,8.0,47.0,3.3,28825,10.269,4496583.0,15.319,Taylor Hackford,Damian Chapa,Jesse Borrego,Benjamin Bratt,Enrique Castillo,1.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scent of a Woman,1992,1990,Parental Guidance,156,8.0,59.0,2.1,263918,12.483,63895607.0,17.973,Martin Brest,Al Pacino,Chris O'Donnell,James Rebhorn,Gabrielle Anwar,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aladdin,1992,1990,All Ages,90,8.0,86.0,-0.6,373845,12.832,217350219.0,19.197,Ron Clements,John Musker,Scott Weinger,Robin Williams,Linda Larkin,2.25,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JFK,1991,1990,Parental Guidance,189,8.0,72.0,0.8,142110,11.864,70405498.0,18.07,Oliver Stone,Kevin Costner,Gary Oldman,Jack Lemmon,Walter Matthau,4.75,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Beauty and the Beast,1991,1990,All Ages,84,8.0,95.0,-1.5,417178,12.941,218967620.0,19.204,Gary Trousdale,Kirk Wise,Paige O'Hara,Robby Benson,Jesse Corti,1.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Dances with Wolves,1990,1990,All Ages,181,8.0,72.0,0.8,240266,12.39,184208848.0,19.032,Kevin Costner,Kevin Costner,Mary Mcdonnell,Graham Greene,Rodney A. Grant,2.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Do the Right Thing,1989,1980,Restricted,120,8.0,93.0,-1.3,89429,11.401,27545445.0,17.131,Spike Lee,Danny Aiello,Ossie Davis,Ruby Dee,Richard Edson,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rain Man,1988,1980,All Ages,133,8.0,65.0,1.5,473064,13.067,178800000.0,19.002,Barry Levinson,Dustin Hoffman,Tom Cruise,Valeria Golino,Gerald R. Molen,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akira,1988,1980,Parental Guidance,124,8.0,73.0,0.7,164918,12.013,553171.0,13.223,Katsuhiro Ôtomo,Mitsuo Iwata,Nozomu Sasaki,Mami Koyama,Tesshô Genda,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Princess Bride,1987,1980,All Ages,98,8.0,77.0,0.3,393899,12.884,30857814.0,17.245,Rob Reiner,Cary Elwes,Mandy Patinkin,Robin Wright,Chris Sarandon,2.25,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Der Himmel über Berlin,1987,1980,All Ages,128,8.0,79.0,0.1,64722,11.078,3333969.0,15.02,Wim Wenders,Bruno Ganz,Solveig Dommartin,Otto Sander,Curt Bois,1.25,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Au revoir les enfants,1987,1980,All Ages,104,8.0,88.0,-0.8,31163,10.347,4542825.0,15.329,Louis Malle,Gaspard Manesse,Raphael Fejtö,Francine Racette,Stanislas Carré De Malberg,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tenkû no shiro Rapyuta,1986,1980,All Ages,125,8.0,78.0,0.2,150140,11.919,20605209.0,16.841,Hayao Miyazaki,Mayumi Tanaka,Keiko Yokozawa,Kotoe Hatsui,Minori Terada,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Terminator,1984,1980,Parental Guidance,107,8.0,84.0,-0.4,799795,13.592,38400000.0,17.464,James Cameron,Arnold Schwarzenegger,Linda Hamilton,Michael Biehn,Paul Winfield,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gandhi,1982,1980,All Ages,191,8.0,79.0,0.1,217664,12.291,52767889.0,17.781,Richard Attenborough,Ben Kingsley,John Gielgud,Rohini Hattangadi,Roshan Seth,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Kagemusha,1980,1980,All Ages,180,8.0,84.0,-0.4,32195,10.38,10631333.0,16.179,Akira Kurosawa,Tatsuya Nakadai,Tsutomu Yamazaki,Ken'Ichi Hagiwara,Jinpachi Nezu,2.75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Being There,1979,1970,Parental Guidance,130,8.0,83.0,-0.3,65625,11.092,30177511.0,17.223,Hal Ashby,Peter Sellers,Shirley Maclaine,Melvyn Douglas,Jack Warden,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annie Hall,1977,1970,Restricted,93,8.0,92.0,-1.2,251823,12.436,39200000.0,17.484,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,Carol Kane,3.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaws,1975,1970,Restricted,124,8.0,87.0,-0.7,543388,13.206,260000000.0,19.376,Steven Spielberg,Roy Scheider,Robert Shaw,Richard Dreyfuss,Lorraine Gary,2.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dog Day Afternoon,1975,1970,All Ages,125,8.0,86.0,-0.6,235652,12.37,50000000.0,17.728,Sidney Lumet,Al Pacino,John Cazale,Penelope Allen,Sully Boyar,4.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Young Frankenstein,1974,1970,Restricted,106,8.0,80.0,0.0,143359,11.873,86300000.0,18.273,Mel Brooks,Gene Wilder,Madeline Kahn,Marty Feldman,Peter Boyle,1.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papillon,1973,1970,Restricted,151,8.0,58.0,2.2,121627,11.709,53267000.0,17.791,Franklin J. Schaffner,Steve Mcqueen,Dustin Hoffman,Victor Jory,Don Gordon,2.75,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Exorcist,1973,1970,Restricted,122,8.0,81.0,-0.1,362393,12.8,232906145.0,19.266,William Friedkin,Ellen Burstyn,Max Von Sydow,Linda Blair,Lee J. Cobb,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sleuth,1972,1970,Parental Guidance,138,8.0,81.0,-0.1,44748,10.709,4081254.0,15.222,Joseph L. Mankiewicz,Laurence Olivier,Michael Caine,Alec Cawthorne,John Matthews,3.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Last Picture Show,1971,1970,Restricted,118,8.0,93.0,-1.3,42456,10.656,29133000.0,17.187,Peter Bogdanovich,Timothy Bottoms,Jeff Bridges,Cybill Shepherd,Ben Johnson,2.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiddler on the Roof,1971,1970,All Ages,181,8.0,67.0,1.3,39491,10.584,80500000.0,18.204,Norman Jewison,Topol,Norma Crane,Leonard Frey,Molly Picon,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Il conformista,1970,1970,Parental Guidance,113,8.0,100.0,-2.0,27067,10.206,541940.0,13.203,Bernardo Bertolucci,Jean-Louis Trintignant,Stefania Sandrelli,Gastone Moschin,Enzo Tarascio,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butch Cassidy and the Sundance Kid,1969,1960,Parental Guidance,110,8.0,66.0,1.4,201888,12.215,102308889.0,18.444,George Roy Hill,Paul Newman,Robert Redford,Katharine Ross,Strother Martin,3.25,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosemary's Baby,1968,1960,Restricted,137,8.0,96.0,-1.6,193674,12.174,30000000.0,17.217,Roman Polanski,Mia Farrow,John Cassavetes,Ruth Gordon,Sidney Blackmer,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Planet of the Apes,1968,1960,All Ages,112,8.0,79.0,0.1,165167,12.015,33395426.0,17.324,Franklin J. Schaffner,Charlton Heston,Roddy Mcdowall,Kim Hunter,Maurice Evans,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
